time, r_des, r_act, th_des, th_act,dr_des, dr_act, dth_des, dth_act, tau_HAA, tau_HFE, tau_KFE, phase, event, touch 
0.0172,0.3536,0.373854,1.36394,1.31267,0,-0.0295626,0,-8.07752,0,17.029,8.54645,0,0,0
0.0173,0.3536,0.373989,1.36394,1.3124,0,-0.0296111,0,-8.03012,0,17.1381,9.05253,0,0,0
0.0174,0.3536,0.374123,1.36394,1.31213,0,-0.0296587,0,-7.98194,0,17.2456,9.55443,0,0,0
0.0175,0.3536,0.374257,1.36394,1.31187,0,-0.0297055,0,-7.93301,0,17.3517,10.0526,0,0,0
0.0176,0.3536,0.374389,1.36394,1.31162,0,-0.0297515,0,-7.88335,0,17.4563,10.5466,0,0,0
0.0177,0.3536,0.374521,1.36394,1.31137,0,-0.0297967,0,-7.83294,0,17.5594,11.0366,0,0,0
0.0178,0.3536,0.374652,1.36394,1.31112,0,-0.0298412,0,-7.78182,0,17.661,11.5225,0,0,0
0.0179,0.3536,0.374782,1.36394,1.31087,0,-0.0298849,0,-7.72998,0,17.7611,12.0044,0,0,0
0.018,0.3536,0.374911,1.36394,1.31063,0,-0.0299276,0,-7.67745,0,17.8596,12.4821,0,0,0
0.0181,0.3536,0.375039,1.36394,1.3104,0,-0.0299696,0,-7.62422,0,17.9565,12.9554,0,0,0
0.0182,0.3536,0.375166,1.36394,1.31017,0,-0.0300108,0,-7.57031,0,18.0518,13.4246,0,0,0
0.0183,0.3536,0.375292,1.36394,1.30994,0,-0.0300512,0,-7.51573,0,18.1455,13.8895,0,0,0
0.0184,0.3536,0.375417,1.36394,1.30972,0,-0.0300907,0,-7.4605,0,18.2376,14.35,0,0,0
0.0185,0.3536,0.375542,1.36394,1.3095,0,-0.0301296,0,-7.40461,0,18.3281,14.8063,0,0,0
0.0186,0.3536,0.375665,1.36394,1.30929,0,-0.0301673,0,-7.34809,0,18.4168,15.2582,0,0,0
0.0187,0.3536,0.375787,1.36394,1.30908,0,-0.0302044,0,-7.29094,0,18.5039,15.7056,0,0,0
0.0188,0.3536,0.375909,1.36394,1.30888,0,-0.0302407,0,-7.23317,0,18.5894,16.1486,0,0,0
0.0189,0.3536,0.376029,1.36394,1.30868,0,-0.0302761,0,-7.1748,0,18.6731,16.5871,0,0,0
0.019,0.3536,0.376148,1.36394,1.30848,0,-0.0303106,0,-7.11583,0,18.755,17.0213,0,0,0
0.0191,0.3536,0.376266,1.36394,1.30829,0,-0.0303442,0,-7.05628,0,18.8353,17.4508,0,0,0
0.0192,0.3536,0.376384,1.36394,1.30811,0,-0.0303771,0,-6.99616,0,18.9137,17.8758,0,0,0
0.0193,0.3536,0.3765,1.36394,1.30793,0,-0.0304091,0,-6.93547,0,18.9905,18.2962,0,0,0
0.0194,0.3536,0.376615,1.36394,1.30775,0,-0.0304401,0,-6.87423,0,19.0654,18.7121,0,0,0
0.0195,0.3536,0.376729,1.36394,1.30758,0,-0.0304704,0,-6.81245,0,19.1385,19.1232,0,0,0
0.0196,0.3536,0.376842,1.36394,1.30741,0,-0.0304997,0,-6.75013,0,19.2099,19.5297,0,0,0
0.0197,0.3536,0.376954,1.36394,1.30725,0,-0.0305282,0,-6.6873,0,19.2794,19.9316,0,0,0
0.0198,0.3536,0.377065,1.36394,1.3071,0,-0.0305557,0,-6.62396,0,19.3471,20.3289,0,0,0
0.0199,0.3536,0.377174,1.36394,1.30694,0,-0.0305823,0,-6.56012,0,19.4129,20.7213,0,0,0
0.02,0.3536,0.377283,1.36394,1.3068,0,-0.0306082,0,-6.49579,0,19.4768,21.109,0,0,0
0.0201,0.3536,0.377391,1.36394,1.30665,0,-0.030633,0,-6.43099,0,19.5388,21.492,0,0,0
0.0202,0.3536,0.377497,1.36394,1.30652,0,-0.0306568,0,-6.36572,0,19.5991,21.8702,0,0,0
0.0203,0.3536,0.377603,1.36394,1.30639,0,-0.0306797,0,-6.29999,0,19.6574,22.2435,0,0,0
0.0204,0.3536,0.377707,1.36394,1.30626,0,-0.0307016,0,-6.23382,0,19.7137,22.612,0,0,0
